"SampleID"	"Range"	"Haplogroup"	"Rank"	"Quality"
"NA11992"	"1-16569"	"U5a2d1a"	"1"	"1.0000"
"NA11994"	"1-16569"	"T2b4b"	"1"	"0.9836"
"NA11995"	"1-16569"	"H11a1"	"1"	"0.9448"
"NA12003"	"1-16569"	"T2b1"	"1"	"0.9725"
"NA12004"	"1-16569"	"H3+152"	"1"	"0.9724"
"NA12005"	"1-16569"	"K2a"	"1"	"0.9914"
"NA12006"	"1-16569"	"H5b1"	"1"	"0.9550"
"NA12043"	"1-16569"	"T1"	"1"	"0.9637"
"NA12044"	"1-16569"	"J1c3c"	"1"	"0.9700"
"NA12045"	"1-16569"	"H18b"	"1"	"0.9392"
"NA12046"	"1-16569"	"T2b1"	"1"	"0.9549"
"NA12058"	"1-16569"	"HV17a"	"1"	"0.9604"
"NA12144"	"1-16569"	"H1e1a"	"1"	"0.9374"
"NA12154"	"1-16569"	"J1c5a1"	"1"	"1.0000"
"NA12155"	"1-16569"	"H8c"	"1"	"0.8506"
"NA12156"	"1-16569"	"U4b1b1d"	"1"	"1.0000"
"NA12234"	"1-16569"	"J1c1e"	"1"	"0.9815"
"NA12249"	"1-16569"	"H1c1"	"1"	"0.9578"
"NA12272"	"1-16569"	"H5a1p"	"1"	"0.9554"
"NA12273"	"1-16569"	"J2a1a1"	"1"	"0.9905"
"NA12275"	"1-16569"	"H13a1a"	"1"	"0.9710"
"NA12282"	"1-16569"	"J1b1a1a"	"1"	"1.0000"
"NA12283"	"1-16569"	"H3ag1"	"1"	"1.0000"
"NA12286"	"1-16569"	"H"	"1"	"0.9305"
"NA12287"	"1-16569"	"U2e1b"	"1"	"0.9438"
"NA12340"	"1-16569"	"H16a"	"1"	"1.0000"
"NA12341"	"1-16569"	"H1e1a"	"1"	"0.9525"
"NA12342"	"1-16569"	"I5a2"	"1"	"0.9643"
"NA12347"	"1-16569"	"U2e1f1"	"1"	"0.9853"
"NA12348"	"1-16569"	"U5a1j"	"1"	"0.9849"
"NA12383"	"1-16569"	"V16"	"1"	"1.0000"
"NA12399"	"1-16569"	"H1c1a1"	"1"	"0.9556"
"NA12400"	"1-16569"	"W1c1"	"1"	"0.9703"
"NA12413"	"1-16569"	"W5a1a"	"1"	"0.9535"
"NA12414"	"1-16569"	"J2b1a3"	"1"	"1.0000"
"NA12489"	"1-16569"	"HV15"	"1"	"0.9521"
"NA12546"	"1-16569"	"H5a6"	"1"	"0.9671"
"NA12716"	"1-16569"	"H1ae2a"	"1"	"0.9151"
"NA12717"	"1-16569"	"H1b1"	"1"	"0.9647"
"NA12718"	"1-16569"	"U5a1b1"	"1"	"0.9332"
"NA12748"	"1-16569"	"H1c1"	"1"	"1.0000"
"NA12749"	"1-16569"	"H7a1b"	"1"	"0.8986"
"NA12750"	"1-16569"	"T2f1a1"	"1"	"0.9722"
"NA12751"	"1-16569"	"U5a1a2b"	"1"	"0.9550"
"NA12760"	"1-16569"	"H5a6"	"1"	"0.9565"
"NA12761"	"1-16569"	"U5b1e"	"1"	"0.9648"
"NA12762"	"1-16569"	"H8"	"1"	"0.9172"
"NA12763"	"1-16569"	"T2b"	"1"	"0.9863"
"NA12775"	"1-16569"	"W3a1"	"1"	"0.9841"
"NA12776"	"1-16569"	"U3a1a"	"1"	"0.9817"
"NA12777"	"1-16569"	"H1ao"	"1"	"1.0000"
"NA12778"	"1-16569"	"H52"	"1"	"0.9773"
"NA12812"	"1-16569"	"H1+16189"	"1"	"0.9590"
"NA12813"	"1-16569"	"U5a2a"	"1"	"0.9336"
"NA12814"	"1-16569"	"U5a1b1a2"	"1"	"0.9864"
"NA12815"	"1-16569"	"H27"	"1"	"0.9651"
"NA12827"	"1-16569"	"H6a1b3"	"1"	"0.9500"
"NA12828"	"1-16569"	"H3"	"1"	"1.0000"
"NA12829"	"1-16569"	"H4a1a1"	"1"	"0.9960"
"NA12830"	"1-16569"	"H47a"	"1"	"0.9524"
"NA12842"	"1-16569"	"H66a"	"1"	"0.8841"
"NA12843"	"1-16569"	"U5a2c3a"	"1"	"0.9622"
"NA12872"	"1-16569"	"HV6"	"1"	"1.0000"
"NA12873"	"1-16569"	"H11a6"	"1"	"0.9956"
"NA12874"	"1-16569"	"J1c8a"	"1"	"0.9837"
"NA12878"	"1-16569"	"H13a1a1a"	"1"	"0.9957"
"NA12889"	"1-16569"	"H31a"	"1"	"0.9796"
"NA12890"	"1-16569"	"H1+16189"	"1"	"0.9452"
"NA18486"	"1-16569"	"L1b1a"	"1"	"0.9824"
"NA18488"	"1-16569"	"L3e2b8"	"1"	"0.9824"
"NA18489"	"1-16569"	"L2a1a"	"1"	"0.9850"
"NA18498"	"1-16569"	"L1b1a3b"	"1"	"0.9953"
"NA18499"	"1-16569"	"L3e2a1b1"	"1"	"0.9651"
"NA18501"	"1-16569"	"L1b1a18"	"1"	"0.9915"
"NA18502"	"1-16569"	"L3e2b1a2"	"1"	"0.9210"
"NA18504"	"1-16569"	"L3e2b"	"1"	"0.9513"
"NA18505"	"1-16569"	"L2a1f2"	"1"	"0.9757"
"NA18507"	"1-16569"	"L1b1a3"	"1"	"0.9861"
"NA18508"	"1-16569"	"L3b1a7a"	"1"	"0.9298"
"NA18510"	"1-16569"	"L0a1a3"	"1"	"0.9529"
"NA18511"	"1-16569"	"L2a1f"	"1"	"0.9910"
"NA18516"	"1-16569"	"L2b1a3"	"1"	"0.9907"
"NA18517"	"1-16569"	"L2c2b1a"	"1"	"1.0000"
"NA18519"	"1-16569"	"L2a1+143"	"1"	"0.9671"
"NA18520"	"1-16569"	"L3f1b4b"	"1"	"0.9768"
"NA18522"	"1-16569"	"L2b1a3"	"1"	"0.9768"
"NA18523"	"1-16569"	"L2a1f"	"1"	"0.9684"
"NA18525"	"1-16569"	"F2i"	"1"	"1.0000"
"NA18526"	"1-16569"	"G2a1d2a"	"1"	"0.9572"
"NA18528"	"1-16569"	"B4a2b"	"1"	"0.9305"
"NA18530"	"1-16569"	"D5a"	"1"	"0.9712"
"NA18531"	"1-16569"	"D5a2a1"	"1"	"0.9496"
"NA18532"	"1-16569"	"D4m2a"	"1"	"0.9731"
"NA18533"	"1-16569"	"D5a2a1"	"1"	"1.0000"
"NA18534"	"1-16569"	"F1e2"	"1"	"0.9876"
"NA18535"	"1-16569"	"D4b1a2a"	"1"	"0.9818"
"NA18536"	"1-16569"	"R+16189"	"1"	"0.8497"
"NA18537"	"1-16569"	"B4a4"	"1"	"0.9293"
"NA18538"	"1-16569"	"M8a2"	"1"	"1.0000"
"NA18539"	"1-16569"	"K3"	"1"	"0.9706"
"NA18541"	"1-16569"	"R+16189"	"1"	"0.8271"
"NA18542"	"1-16569"	"C7a"	"1"	"0.9826"
"NA18543"	"1-16569"	"M7c1a3"	"1"	"0.9791"
"NA18544"	"1-16569"	"B4d1a"	"1"	"0.9530"
"NA18545"	"1-16569"	"F1b1+@152"	"1"	"0.9717"
"NA18546"	"1-16569"	"R+16189"	"1"	"0.8024"
"NA18547"	"1-16569"	"C4a2b2"	"1"	"0.9786"
"NA18548"	"1-16569"	"C4a1a2"	"1"	"0.9768"
"NA18549"	"1-16569"	"R+16189"	"1"	"0.8976"
"NA18550"	"1-16569"	"M7b1a1c"	"1"	"0.9528"
"NA18552"	"1-16569"	"B4c1b2c"	"1"	"0.9671"
"NA18553"	"1-16569"	"N10a"	"1"	"0.8591"
"NA18555"	"1-16569"	"R11b1a"	"1"	"0.8895"
"NA18557"	"1-16569"	"D4g2a1"	"1"	"1.0000"
"NA18558"	"1-16569"	"D5a2a2"	"1"	"0.9825"
"NA18559"	"1-16569"	"B4c1b2c1"	"1"	"0.9853"
"NA18560"	"1-16569"	"F2b1"	"1"	"0.9793"
"NA18561"	"1-16569"	"F1d"	"1"	"0.8995"
"NA18562"	"1-16569"	"D4i"	"1"	"0.9823"
"NA18563"	"1-16569"	"N9a9"	"1"	"1.0000"
"NA18564"	"1-16569"	"R11b1b"	"1"	"0.9337"
"NA18565"	"1-16569"	"D4a"	"1"	"0.9395"
"NA18566"	"1-16569"	"C"	"1"	"0.9219"
"NA18567"	"1-16569"	"B4a4"	"1"	"0.9376"
"NA18570"	"1-16569"	"G1c2"	"1"	"0.9821"
"NA18571"	"1-16569"	"F2d"	"1"	"0.9656"
"NA18572"	"1-16569"	"A17"	"1"	"0.9909"
"NA18573"	"1-16569"	"D5b1c1a"	"1"	"0.9570"
"NA18574"	"1-16569"	"M7c1b2b"	"1"	"0.9702"
"NA18577"	"1-16569"	"M10a1a"	"1"	"0.9210"
"NA18579"	"1-16569"	"A+152+16362"	"1"	"0.9858"
"NA18582"	"1-16569"	"M7b1a1+(16192)"	"1"	"1.0000"
"NA18591"	"1-16569"	"D4a8"	"1"	"0.9896"
"NA18592"	"1-16569"	"F4b"	"1"	"0.9159"
"NA18593"	"1-16569"	"M9a1a1a"	"1"	"0.9933"
"NA18595"	"1-16569"	"D5b1b"	"1"	"0.9926"
"NA18596"	"1-16569"	"M8a3a"	"1"	"0.9828"
"NA18597"	"1-16569"	"D4a"	"1"	"0.9907"
"NA18599"	"1-16569"	"D5c"	"1"	"0.9299"
"NA18602"	"1-16569"	"M10a1a"	"1"	"0.9497"
"NA18603"	"1-16569"	"F1d1"	"1"	"0.9772"
"NA18605"	"1-16569"	"D5c1"	"1"	"0.9478"
"NA18606"	"1-16569"	"F1a1c3"	"1"	"0.9535"
"NA18608"	"1-16569"	"M11c"	"1"	"0.9267"
"NA18609"	"1-16569"	"F2c2"	"1"	"0.9648"
"NA18610"	"1-16569"	"M8a3a"	"1"	"0.9630"
"NA18611"	"1-16569"	"A5b1"	"1"	"0.9405"
"NA18612"	"1-16569"	"N9a9"	"1"	"0.9040"
"NA18613"	"1-16569"	"N9a2"	"1"	"0.9444"
"NA18614"	"1-16569"	"R+16189"	"1"	"0.8292"
"NA18615"	"1-16569"	"A18"	"1"	"0.9447"
"NA18616"	"1-16569"	"B4d1"	"1"	"0.9532"
"NA18617"	"1-16569"	"B4a1c5"	"1"	"0.8593"
"NA18618"	"1-16569"	"M7c1a3a"	"1"	"0.9968"
"NA18619"	"1-16569"	"B4d3"	"1"	"0.9445"
"NA18620"	"1-16569"	"F1a1c"	"1"	"0.9460"
"NA18621"	"1-16569"	"A19"	"1"	"0.9522"
"NA18622"	"1-16569"	"Z3d"	"1"	"0.9848"
"NA18623"	"1-16569"	"D5a2a1+@16172"	"1"	"0.9605"
"NA18624"	"1-16569"	"F2b1"	"1"	"0.9391"
"NA18625"	"1-16569"	"D4b2b6"	"1"	"0.9727"
"NA18626"	"1-16569"	"F2a"	"1"	"0.8971"
"NA18627"	"1-16569"	"B4b1a2a"	"1"	"0.9195"
"NA18628"	"1-16569"	"N9a"	"1"	"0.9113"
"NA18629"	"1-16569"	"F2e"	"1"	"0.9117"
"NA18630"	"1-16569"	"D5a2a1"	"1"	"0.9522"
"NA18631"	"1-16569"	"C4d"	"1"	"0.9632"
"NA18632"	"1-16569"	"A15"	"1"	"0.9304"
"NA18633"	"1-16569"	"D4k"	"1"	"0.9638"
"NA18634"	"1-16569"	"G1"	"1"	"0.9485"
"NA18635"	"1-16569"	"G2a1f"	"1"	"0.9567"
"NA18636"	"1-16569"	"M7b1a1a"	"1"	"0.9711"
"NA18637"	"1-16569"	"G2b1a2"	"1"	"0.9739"
"NA18638"	"1-16569"	"M7b1a1a1"	"1"	"0.9877"
"NA18639"	"1-16569"	"M7c1b2a"	"1"	"0.9477"
"NA18640"	"1-16569"	"D5a2a1a"	"1"	"0.9767"
"NA18641"	"1-16569"	"F1d"	"1"	"0.9657"
"NA18642"	"1-16569"	"A+152+16362"	"1"	"0.9769"
"NA18643"	"1-16569"	"B5b2b"	"1"	"0.9606"
"NA18644"	"1-16569"	"M7b1a1g"	"1"	"0.9603"
"NA18645"	"1-16569"	"F2d"	"1"	"0.9961"
"NA18646"	"1-16569"	"M8a3"	"1"	"0.9908"
"NA18647"	"1-16569"	"D4b2b2b"	"1"	"0.9983"
"NA18648"	"1-16569"	"D4a"	"1"	"0.9376"
"NA18740"	"1-16569"	"N9a3"	"1"	"0.9650"
"NA18745"	"1-16569"	"M8a2a1"	"1"	"0.9860"
"NA18747"	"1-16569"	"N9a4b1"	"1"	"0.9777"
"NA18748"	"1-16569"	"N9a4b1"	"1"	"1.0000"
"NA18749"	"1-16569"	"M10a1b"	"1"	"0.9430"
"NA18757"	"1-16569"	"D5a2a1"	"1"	"0.9528"
"NA18853"	"1-16569"	"L3e2b"	"1"	"0.9596"
"NA18856"	"1-16569"	"L2a1b3"	"1"	"0.9750"
"NA18858"	"1-16569"	"L3b3"	"1"	"1.0000"
"NA18861"	"1-16569"	"L0a1a2"	"1"	"0.9710"
"NA18864"	"1-16569"	"L3d6"	"1"	"0.9194"
"NA18865"	"1-16569"	"L3b1a5a"	"1"	"0.9943"
"NA18867"	"1-16569"	"L3d1a1b"	"1"	"0.9880"
"NA18868"	"1-16569"	"L2a1c1a1"	"1"	"0.9797"
"NA18870"	"1-16569"	"L2b3a"	"1"	"0.9708"
"NA18871"	"1-16569"	"L3b1a1"	"1"	"0.9456"
"NA18873"	"1-16569"	"L3e3b"	"1"	"0.9712"
"NA18874"	"1-16569"	"L2a1a1"	"1"	"0.9802"
"NA18876"	"1-16569"	"L0a1a2"	"1"	"0.9749"
"NA18877"	"1-16569"	"L0a1a2"	"1"	"0.9741"
"NA18878"	"1-16569"	"L2a1i1"	"1"	"0.9808"
"NA18879"	"1-16569"	"L4b2b"	"1"	"0.9026"
"NA18881"	"1-16569"	"L3f1b1a"	"1"	"0.9639"
"NA18907"	"1-16569"	"L3b1a5a"	"1"	"0.9744"
"NA18908"	"1-16569"	"L2a1c5"	"1"	"1.0000"
"NA18909"	"1-16569"	"L3e4a"	"1"	"0.9422"
"NA18910"	"1-16569"	"L2a1c2a"	"1"	"0.9743"
"NA18912"	"1-16569"	"L2a1c4a1"	"1"	"0.9818"
"NA18915"	"1-16569"	"L1c3b1b"	"1"	"0.9852"
"NA18916"	"1-16569"	"L3b2b"	"1"	"0.9592"
"NA18917"	"1-16569"	"L1b1a+189"	"1"	"0.9703"
"NA18923"	"1-16569"	"L1b1a3"	"1"	"0.9914"
"NA18924"	"1-16569"	"L1b1a3a"	"1"	"0.9855"
"NA18933"	"1-16569"	"L1b1a15"	"1"	"0.9950"
"NA18934"	"1-16569"	"L3e2a1b1"	"1"	"0.9576"
"NA18939"	"1-16569"	"A5a4"	"1"	"0.9758"
"NA18940"	"1-16569"	"M7a1a1a"	"1"	"0.9908"
"NA18941"	"1-16569"	"N9b1a"	"1"	"0.8715"
"NA18942"	"1-16569"	"Z4a1a1"	"1"	"0.9853"
"NA18943"	"1-16569"	"M7b1a1a3"	"1"	"1.0000"
"NA18944"	"1-16569"	"D4e2"	"1"	"0.9434"
"NA18945"	"1-16569"	"D4e2"	"1"	"0.9949"
"NA18946"	"1-16569"	"D4b1b1a1"	"1"	"0.9853"
"NA18947"	"1-16569"	"F1e1a"	"1"	"1.0000"
"NA18948"	"1-16569"	"B4a1b1"	"1"	"0.9778"
"NA18949"	"1-16569"	"B4b1a1"	"1"	"0.9863"
"NA18950"	"1-16569"	"M8a3a1"	"1"	"0.9557"
"NA18951"	"1-16569"	"D4b2a2b"	"1"	"1.0000"
"NA18952"	"1-16569"	"M7b1a1a1b1"	"1"	"1.0000"
"NA18953"	"1-16569"	"M7a1a5a"	"1"	"0.9907"
"NA18954"	"1-16569"	"B4a1c1a1"	"1"	"0.9873"
"NA18956"	"1-16569"	"M9a1a1a"	"1"	"1.0000"
"NA18957"	"1-16569"	"D4j14"	"1"	"0.9948"
"NA18959"	"1-16569"	"D4j3a1"	"1"	"1.0000"
"NA18960"	"1-16569"	"N9a4a"	"1"	"1.0000"
"NA18961"	"1-16569"	"B5b3b"	"1"	"0.9628"
"NA18962"	"1-16569"	"G2b2"	"1"	"0.9590"
"NA18963"	"1-16569"	"G1a1a"	"1"	"0.9826"
"NA18964"	"1-16569"	"A5a"	"1"	"0.9326"
"NA18965"	"1-16569"	"M7a1a8"	"1"	"0.9689"
"NA18966"	"1-16569"	"D4b2b1"	"1"	"0.9854"
"NA18967"	"1-16569"	"D4b2b1d"	"1"	"0.9717"
"NA18968"	"1-16569"	"D4b2a2a1"	"1"	"0.9807"
"NA18969"	"1-16569"	"M9a1a1a"	"1"	"0.9808"
"NA18970"	"1-16569"	"F1b1a1a1"	"1"	"1.0000"
"NA18971"	"1-16569"	"B5a2a1b"	"1"	"0.9917"
"NA18972"	"1-16569"	"D4b2b1+146"	"1"	"1.0000"
"NA18973"	"1-16569"	"N9a2a1"	"1"	"0.9802"
"NA18974"	"1-16569"	"Y2"	"1"	"0.9764"
"NA18975"	"1-16569"	"B4a1c1a1"	"1"	"0.9766"
"NA18976"	"1-16569"	"N9a2c"	"1"	"1.0000"
"NA18977"	"1-16569"	"D4b2b1d"	"1"	"0.9922"
"NA18978"	"1-16569"	"D4e2"	"1"	"0.9949"
"NA18979"	"1-16569"	"A5a1a1"	"1"	"0.9856"
"NA18980"	"1-16569"	"D4b2b1"	"1"	"0.9838"
"NA18981"	"1-16569"	"D4a3b"	"1"	"0.9834"
"NA18982"	"1-16569"	"B4c1a1"	"1"	"0.9956"
"NA18983"	"1-16569"	"D4c1a"	"1"	"0.9698"
"NA18984"	"1-16569"	"B4b1a1b"	"1"	"0.9693"
"NA18985"	"1-16569"	"B5b3a"	"1"	"0.9524"
"NA18986"	"1-16569"	"A5a1a1"	"1"	"0.9856"
"NA18987"	"1-16569"	"D4m1"	"1"	"0.9846"
"NA18988"	"1-16569"	"N9a4a"	"1"	"1.0000"
"NA18989"	"1-16569"	"B5b1a2"	"1"	"0.9749"
"NA18990"	"1-16569"	"G1a1a2"	"1"	"0.9890"
"NA18991"	"1-16569"	"N9a4a"	"1"	"0.9851"
"NA18992"	"1-16569"	"D4a1c"	"1"	"0.9621"
"NA18993"	"1-16569"	"D4b1b1a1"	"1"	"1.0000"
"NA18994"	"1-16569"	"M8a2c"	"1"	"0.9602"
"NA18995"	"1-16569"	"D4a1a1"	"1"	"0.9965"
"NA18997"	"1-16569"	"A5a3"	"1"	"0.9700"
"NA18998"	"1-16569"	"D4b2a2b"	"1"	"0.9646"
"NA18999"	"1-16569"	"M7a1a1a"	"1"	"0.9908"
"NA19000"	"1-16569"	"D4g1"	"1"	"0.9583"
"NA19001"	"1-16569"	"M7a1a9"	"1"	"0.9561"
"NA19002"	"1-16569"	"D5b1b1"	"1"	"0.9774"
"NA19003"	"1-16569"	"G2a1d1a"	"1"	"0.9798"
"NA19004"	"1-16569"	"D4g1c"	"1"	"0.9761"
"NA19005"	"1-16569"	"Z4a"	"1"	"1.0000"
"NA19006"	"1-16569"	"D5a2a1a1a"	"1"	"0.9651"
"NA19007"	"1-16569"	"G1a1a4"	"1"	"0.9576"
"NA19009"	"1-16569"	"B5b1a2a"	"1"	"0.9754"
"NA19010"	"1-16569"	"D4b2b1"	"1"	"1.0000"
"NA19011"	"1-16569"	"M7a+16324"	"1"	"0.9274"
"NA19012"	"1-16569"	"A3a"	"1"	"0.9334"
"NA19017"	"1-16569"	"L3b1a1a"	"1"	"0.9943"
"NA19019"	"1-16569"	"L5a1b"	"1"	"0.9527"
"NA19020"	"1-16569"	"L3e2a"	"1"	"0.9545"
"NA19023"	"1-16569"	"L2a1f"	"1"	"0.9822"
"NA19024"	"1-16569"	"L2b1a3"	"1"	"0.9892"
"NA19025"	"1-16569"	"M1a1b"	"1"	"0.9729"
"NA19026"	"1-16569"	"L3b1a1a"	"1"	"0.9943"
"NA19027"	"1-16569"	"L0a1a+200"	"1"	"0.9791"
"NA19028"	"1-16569"	"L2a5"	"1"	"0.8998"
"NA19030"	"1-16569"	"L3d1a1a1"	"1"	"0.9891"
"NA19031"	"1-16569"	"L0b"	"1"	"0.9058"
"NA19035"	"1-16569"	"L3e1a3a"	"1"	"0.9867"
"NA19036"	"1-16569"	"L3b1a1a"	"1"	"0.9633"
"NA19037"	"1-16569"	"L3h1a1"	"1"	"0.9287"
"NA19038"	"1-16569"	"L3h1a2a1"	"1"	"0.9804"
"NA19041"	"1-16569"	"L1b1a10"	"1"	"0.9872"
"NA19042"	"1-16569"	"L0a1a+200"	"1"	"0.9750"
"NA19043"	"1-16569"	"L5b2"	"1"	"0.8988"
"NA19054"	"1-16569"	"D5a2a1a"	"1"	"0.9635"
"NA19055"	"1-16569"	"N9a5"	"1"	"0.9793"
"NA19056"	"1-16569"	"D4b1b1a1"	"1"	"0.9898"
"NA19057"	"1-16569"	"D4j"	"1"	"0.9706"
"NA19058"	"1-16569"	"G2a1+16189"	"1"	"1.0000"
"NA19059"	"1-16569"	"F1b1a"	"1"	"0.9579"
"NA19060"	"1-16569"	"G1a1a2"	"1"	"0.9832"
"NA19062"	"1-16569"	"G2a1b"	"1"	"1.0000"
"NA19063"	"1-16569"	"D4+195"	"1"	"0.9669"
"NA19064"	"1-16569"	"F1b1a1a"	"1"	"1.0000"
"NA19065"	"1-16569"	"B4c1c1"	"1"	"0.9669"
"NA19066"	"1-16569"	"D4b2b1"	"1"	"0.9966"
"NA19067"	"1-16569"	"G1a1a"	"1"	"0.9872"
"NA19068"	"1-16569"	"D4h1b"	"1"	"0.9644"
"NA19070"	"1-16569"	"D4b2b1c"	"1"	"1.0000"
"NA19072"	"1-16569"	"Z3c"	"1"	"0.9563"
"NA19074"	"1-16569"	"D5c1a"	"1"	"0.9685"
"NA19075"	"1-16569"	"M7b1a1a1"	"1"	"1.0000"
"NA19076"	"1-16569"	"D4c1b1"	"1"	"1.0000"
"NA19077"	"1-16569"	"B4b1a1a"	"1"	"0.9899"
"NA19078"	"1-16569"	"F1a1c2"	"1"	"0.9687"
"NA19079"	"1-16569"	"N9b3"	"1"	"0.9415"
"NA19080"	"1-16569"	"G1a1a4"	"1"	"0.9666"
"NA19081"	"1-16569"	"D4g2b1a"	"1"	"0.9899"
"NA19082"	"1-16569"	"N9a2a3"	"1"	"1.0000"
"NA19083"	"1-16569"	"G2a1+16189"	"1"	"0.9768"
"NA19084"	"1-16569"	"Z3"	"1"	"0.9904"
"NA19085"	"1-16569"	"D4b1b1a1"	"1"	"0.9859"
"NA19086"	"1-16569"	"D4b1a1"	"1"	"0.9794"
"NA19087"	"1-16569"	"D4e1a2a"	"1"	"0.9917"
"NA19088"	"1-16569"	"B4c1a1c"	"1"	"0.9848"
"NA19089"	"1-16569"	"D4c1a"	"1"	"0.9843"
"NA19090"	"1-16569"	"M7b1a1h"	"1"	"1.0000"
"NA19091"	"1-16569"	"F1b1a"	"1"	"1.0000"
"NA19092"	"1-16569"	"L3e2a1b"	"1"	"0.9813"
"NA19093"	"1-16569"	"L2a1c5"	"1"	"0.9780"
"NA19095"	"1-16569"	"L2a1a2"	"1"	"0.9675"
"NA19096"	"1-16569"	"L2a1c3b2"	"1"	"0.9774"
"NA19098"	"1-16569"	"L3b1a+152"	"1"	"0.9325"
"NA19099"	"1-16569"	"L2a1m"	"1"	"0.9575"
"NA19102"	"1-16569"	"L2a1a1"	"1"	"0.9766"
"NA19107"	"1-16569"	"L3b2a"	"1"	"0.9439"
"NA19108"	"1-16569"	"L2e1a"	"1"	"0.9864"
"NA19113"	"1-16569"	"L3e2b+152"	"1"	"0.9860"
"NA19114"	"1-16569"	"L3e1a3b"	"1"	"1.0000"
"NA19116"	"1-16569"	"L2a1e1"	"1"	"0.9781"
"NA19117"	"1-16569"	"L2a1a2a1a"	"1"	"1.0000"
"NA19118"	"1-16569"	"L3e2a1b"	"1"	"0.9794"
"NA19119"	"1-16569"	"L3b1a7a"	"1"	"0.9468"
"NA19121"	"1-16569"	"L3d5a"	"1"	"0.9863"
"NA19129"	"1-16569"	"L2a1b1"	"1"	"1.0000"
"NA19130"	"1-16569"	"L2a1c3b2"	"1"	"0.9597"
"NA19131"	"1-16569"	"L1b1a"	"1"	"0.9830"
"NA19137"	"1-16569"	"L0a1a2"	"1"	"0.9701"
"NA19138"	"1-16569"	"L3e2b3"	"1"	"0.9393"
"NA19141"	"1-16569"	"L3e1b"	"1"	"0.9794"
"NA19143"	"1-16569"	"L3b1a7a"	"1"	"0.9544"
"NA19144"	"1-16569"	"L3d5a"	"1"	"0.9647"
"NA19146"	"1-16569"	"L2e1a"	"1"	"0.9510"
"NA19147"	"1-16569"	"L3e2b6"	"1"	"0.9608"
"NA19149"	"1-16569"	"L2a1c5"	"1"	"1.0000"
"NA19152"	"1-16569"	"L2a1b2"	"1"	"0.9642"
"NA19153"	"1-16569"	"L3d2b"	"1"	"0.9209"
"NA19160"	"1-16569"	"L3e2b2"	"1"	"0.9255"
"NA19171"	"1-16569"	"L3e3b"	"1"	"0.9689"
"NA19172"	"1-16569"	"L3f1b+16292+150"	"1"	"0.9225"
"NA19175"	"1-16569"	"L3b1a8"	"1"	"0.9520"
"NA19184"	"1-16569"	"L3e1b1"	"1"	"0.9577"
"NA19185"	"1-16569"	"L2b1a3"	"1"	"0.9965"
"NA19189"	"1-16569"	"L2a1f"	"1"	"0.9725"
"NA19190"	"1-16569"	"L1b1a15"	"1"	"0.9908"
"NA19197"	"1-16569"	"L2b2"	"1"	"0.9755"
"NA19198"	"1-16569"	"L1b1a15a"	"1"	"0.9916"
"NA19200"	"1-16569"	"L3e3b"	"1"	"1.0000"
"NA19201"	"1-16569"	"L2e1"	"1"	"0.9631"
"NA19204"	"1-16569"	"L3e2a"	"1"	"0.9749"
"NA19206"	"1-16569"	"L1b1a3b"	"1"	"0.9932"
"NA19207"	"1-16569"	"L1b1a3"	"1"	"1.0000"
"NA19209"	"1-16569"	"L2b1b"	"1"	"0.9842"
"NA19210"	"1-16569"	"L1b1a3"	"1"	"0.9880"
"NA19213"	"1-16569"	"L3f1b3"	"1"	"0.9713"
"NA19214"	"1-16569"	"L3e2a1b1"	"1"	"0.9712"
"NA19222"	"1-16569"	"L3b1a8"	"1"	"0.9788"
"NA19223"	"1-16569"	"L1b1a3"	"1"	"1.0000"
"NA19225"	"1-16569"	"L2a1+143+16189  (16192)"	"1"	"0.9639"
"NA19235"	"1-16569"	"L3e2b+152"	"1"	"1.0000"
"NA19236"	"1-16569"	"L3e2b+152"	"1"	"0.9662"
"NA19238"	"1-16569"	"L3e2b5"	"1"	"0.9598"
"NA19239"	"1-16569"	"L2a1p"	"1"	"0.9683"
"NA19240"	"1-16569"	"L3e2b5"	"1"	"0.9598"
"NA19247"	"1-16569"	"L2b"	"1"	"0.9505"
"NA19248"	"1-16569"	"L2b3a"	"1"	"0.9761"
"NA19256"	"1-16569"	"L1c3b2"	"1"	"0.9946"
"NA19257"	"1-16569"	"L3b1a10"	"1"	"0.9580"
"NA19307"	"1-16569"	"L3b1a1a"	"1"	"1.0000"
"NA19308"	"1-16569"	"L5a1a"	"1"	"0.9635"
"NA19309"	"1-16569"	"L3e2b"	"1"	"0.9876"
"NA19310"	"1-16569"	"L3b1a1a"	"1"	"0.9943"
"NA19311"	"1-16569"	"L0a1a+200"	"1"	"0.9791"
"NA19312"	"1-16569"	"L0a2a2a"	"1"	"0.9878"
"NA19313"	"1-16569"	"L2a1+143+@16309"	"1"	"0.9307"
"NA19314"	"1-16569"	"L0b"	"1"	"0.8982"
"NA19315"	"1-16569"	"L3e3b1"	"1"	"0.9844"
"NA19316"	"1-16569"	"L3d1a"	"1"	"0.9798"
"NA19317"	"1-16569"	"L5a1c"	"1"	"0.9598"
"NA19318"	"1-16569"	"L5b2"	"1"	"0.9515"
"NA19319"	"1-16569"	"L3e3b2"	"1"	"0.9770"
"NA19320"	"1-16569"	"L3b1a1a"	"1"	"0.9700"
"NA19321"	"1-16569"	"L3b1a1a"	"1"	"0.9943"
"NA19323"	"1-16569"	"L1c2a1a"	"1"	"0.9645"
